,Portfolio,Counterparty,Balance_J,Balance_J_1,Variation,Seuil declenchement,Seuil_respecte,Appel_declenche,Sens_appel,Balance_apres_appel,Fonds_monetaires_initial,Fonds_monetaires_utilises,Fonds_monetaires_restant,Cash_initial,Cash_disponible,Cash_utilise,Cash_restant,Alerte
131,981003,MORGAN STANLEY AND CO. INTERNATIONAL PLC,0.0,0.0,0.0,100000.0,True,False,Aucun appel,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
132,981003,MORGAN STANLEY EUROPE SE,0.0,0.0,0.0,100000.0,True,False,Aucun appel,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
133,981003,NATIXIS,0.0,0.0,0.0,100000.0,True,False,Aucun appel,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
134,981003,SOCIETE GENERALE,0.0,0.0,0.0,100000.0,True,False,Aucun appel,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
135,981003,State Street Bank International GmbH,0.0,0.0,0.0,100000.0,True,False,Aucun appel,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
136,981006,BNP PARIBAS,0.0,0.0,0.0,100000.0,True,False,Aucun appel,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
137,981006,CACEIS BANK Luxembourg,0.0,0.0,0.0,100000.0,True,False,Aucun appel,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
138,981006,CITIBANK EUROPE PUBLIC LIMITED COMPANY,0.0,0.0,0.0,100000.0,True,False,Aucun appel,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
139,981006,CREDIT AGRICOLE CORPORATE AND INVESTMENT BANK,0.0,0.0,0.0,100000.0,True,False,Aucun appel,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
140,981006,GOLDMAN SACHS BANK EUROPE SE,0.0,0.0,0.0,100000.0,True,False,Aucun appel,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
141,981006,GOLDMAN SACHS INTERNATIONAL,0.0,0.0,0.0,100000.0,True,False,Aucun appel,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
142,981006,HSBC CONTINENTAL EUROPE,0.0,0.0,0.0,100000.0,True,False,Aucun appel,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
143,981006,JP MORGAN SE,0.0,0.0,0.0,250000.0,True,False,Aucun appel,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
144,981006,MORGAN STANLEY EUROPE SE,0.0,0.0,0.0,100000.0,True,False,Aucun appel,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
145,981006,NATIXIS,0.0,0.0,0.0,100000.0,True,False,Aucun appel,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
146,981006,SOCIETE GENERALE,0.0,0.0,0.0,100000.0,True,False,Aucun appel,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
147,981007,BNP PARIBAS,18020.416632500055,0.0,18020.416632500055,100000.0,True,False,Aucun appel,0.0,0.0,0.0,0.0,-11910041.321330002,-11910041.321330002,0.0,-11910041.321330002,
148,981007,CITIBANK EUROPE PUBLIC LIMITED COMPANY,36243.66466265,0.0,36243.66466265,100000.0,True,False,Aucun appel,0.0,0.0,0.0,0.0,-11910041.321330002,-11910041.321330002,0.0,-11910041.321330002,
149,981007,CREDIT AGRICOLE CORPORATE AND INVESTMENT BANK,0.0,0.0,0.0,100000.0,True,False,Aucun appel,0.0,0.0,0.0,0.0,-11910041.321330002,-11910041.321330002,0.0,-11910041.321330002,
150,981007,CREDIT SUISSE INTERNATIONAL FX,0.0,0.0,0.0,100000.0,True,False,Aucun appel,0.0,0.0,0.0,0.0,-11910041.321330002,-11910041.321330002,0.0,-11910041.321330002,
151,981007,CREDIT SUISSE SECURITIES SOCIEDAD DE VALORES S.A.,0.0,0.0,0.0,100000.0,True,False,Aucun appel,0.0,0.0,0.0,0.0,-11910041.321330002,-11910041.321330002,0.0,-11910041.321330002,
152,981007,Citigroup Global Markets Europe AG,0.0,0.0,0.0,100000.0,True,False,Aucun appel,0.0,0.0,0.0,0.0,-11910041.321330002,-11910041.321330002,0.0,-11910041.321330002,
153,981007,DEUTSCHE BANK AKTIENGESELLSCHAFT,0.0,-1570000.0,1570000.0,100000.0,False,True,Contrepartie poste,0.0,0.0,0.0,0.0,-11910041.321330002,-11910041.321330002,0.0,-11910041.321330002,
154,981007,GOLDMAN SACHS BANK EUROPE SE,-648514.5646799253,-610000.0,-38514.56467992533,100000.0,True,False,Aucun appel,-610000.0,0.0,0.0,0.0,-11910041.321330002,-11910041.321330002,0.0,-11910041.321330002,
155,981007,GOLDMAN SACHS INTERNATIONAL,0.0,0.0,0.0,100000.0,True,False,Aucun appel,0.0,0.0,0.0,0.0,-11910041.321330002,-11910041.321330002,0.0,-11910041.321330002,
156,981007,HSBC CONTINENTAL EUROPE,0.0,0.0,0.0,100000.0,True,False,Aucun appel,0.0,0.0,0.0,0.0,-11910041.321330002,-11910041.321330002,0.0,-11910041.321330002,
157,981007,J.P. MORGAN SECURITIES LIMITED,0.0,0.0,0.0,100000.0,True,False,Aucun appel,0.0,0.0,0.0,0.0,-11910041.321330002,-11910041.321330002,0.0,-11910041.321330002,
158,981007,JP MORGAN SE,402807.4089957499,-50000.0,452807.4089957499,250000.0,False,True,Contrepartie poste,402807.4089957499,0.0,0.0,0.0,-11910041.321330002,-11910041.321330002,0.0,-11910041.321330002,
159,981007,MORGAN STANLEY AND CO. INTERNATIONAL PLC,0.0,0.0,0.0,100000.0,True,False,Aucun appel,0.0,0.0,0.0,0.0,-11910041.321330002,-11910041.321330002,0.0,-11910041.321330002,
160,981007,MORGAN STANLEY EUROPE SE,1585634.5735367497,0.0,1585634.5735367497,100000.0,False,True,Contrepartie poste,1585634.5735367497,0.0,0.0,0.0,-11910041.321330002,-11910041.321330002,0.0,-11910041.321330002,
161,981007,NATIXIS,-34785.59052250028,0.0,-34785.59052250028,100000.0,True,False,Aucun appel,0.0,0.0,0.0,0.0,-11910041.321330002,-11910041.321330002,0.0,-11910041.321330002,
162,981007,NOMURA FINANCIAL PRODUCTS EUROPE GMBH,50602.340311000095,100000.0,-49397.659688999905,100000.0,True,False,Aucun appel,100000.0,0.0,0.0,0.0,-11910041.321330002,-11910041.321330002,0.0,-11910041.321330002,
163,981007,SOCIETE GENERALE,0.0,0.0,0.0,100000.0,True,False,Aucun appel,0.0,0.0,0.0,0.0,-11910041.321330002,-11910041.321330002,0.0,-11910041.321330002,
164,981007,State Street Bank International GmbH,0.0,0.0,0.0,100000.0,True,False,Aucun appel,0.0,0.0,0.0,0.0,-11910041.321330002,-11910041.321330002,0.0,-11910041.321330002,
165,981008,BNP PARIBAS,0.0,0.0,0.0,100000.0,True,False,Aucun appel,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
166,981008,CITIBANK EUROPE PUBLIC LIMITED COMPANY,0.0,0.0,0.0,100000.0,True,False,Aucun appel,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
167,981008,CREDIT AGRICOLE CORPORATE AND INVESTMENT BANK,0.0,0.0,0.0,100000.0,True,False,Aucun appel,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
168,981008,CREDIT SUISSE INTERNATIONAL FX,0.0,0.0,0.0,100000.0,True,False,Aucun appel,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
169,981008,GOLDMAN SACHS BANK EUROPE SE,0.0,0.0,0.0,100000.0,True,False,Aucun appel,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
170,981008,GOLDMAN SACHS INTERNATIONAL,0.0,0.0,0.0,100000.0,True,False,Aucun appel,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
171,981008,J.P. MORGAN SECURITIES LIMITED,0.0,0.0,0.0,100000.0,True,False,Aucun appel,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
172,981008,JP MORGAN SE,0.0,0.0,0.0,250000.0,True,False,Aucun appel,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
173,981008,MORGAN STANLEY AND CO. INTERNATIONAL PLC,0.0,0.0,0.0,100000.0,True,False,Aucun appel,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
174,981008,MORGAN STANLEY EUROPE SE,0.0,0.0,0.0,100000.0,True,False,Aucun appel,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
175,981008,NATIXIS,0.0,0.0,0.0,100000.0,True,False,Aucun appel,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
176,981008,SOCIETE GENERALE,0.0,0.0,0.0,100000.0,True,False,Aucun appel,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
177,981008,State Street Bank International GmbH,0.0,0.0,0.0,100000.0,True,False,Aucun appel,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
178,981009,CREDIT AGRICOLE CORPORATE AND INVESTMENT BANK,0.0,0.0,0.0,100000.0,True,False,Aucun appel,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
179,981009,GOLDMAN SACHS BANK EUROPE SE,0.0,0.0,0.0,100000.0,True,False,Aucun appel,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
180,981009,GOLDMAN SACHS INTERNATIONAL,0.0,0.0,0.0,100000.0,True,False,Aucun appel,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
181,981009,HSBC CONTINENTAL EUROPE,0.0,0.0,0.0,100000.0,True,False,Aucun appel,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
182,981009,JP MORGAN SE,0.0,0.0,0.0,250000.0,True,False,Aucun appel,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
183,981009,NATIXIS,0.0,0.0,0.0,100000.0,True,False,Aucun appel,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
184,981009,State Street Bank International GmbH,0.0,0.0,0.0,100000.0,True,False,Aucun appel,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
185,981011,BNP PARIBAS,0.0,0.0,0.0,100000.0,True,False,Aucun appel,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
186,981011,CITIBANK EUROPE PUBLIC LIMITED COMPANY,0.0,490000.0,-490000.0,100000.0,False,True,Groupama poste,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,cash insuffisant (490 000.00)
187,981011,CREDIT AGRICOLE CORPORATE AND INVESTMENT BANK,0.0,0.0,0.0,100000.0,True,False,Aucun appel,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
188,981011,Citigroup Global Markets Europe AG,0.0,0.0,0.0,100000.0,True,False,Aucun appel,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
189,981011,GOLDMAN SACHS BANK EUROPE SE,0.0,-20000.0,20000.0,100000.0,True,False,Aucun appel,-20000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
190,981011,GOLDMAN SACHS INTERNATIONAL,0.0,0.0,0.0,100000.0,True,False,Aucun appel,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
191,981011,HSBC CONTINENTAL EUROPE,0.0,0.0,0.0,100000.0,True,False,Aucun appel,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
192,981011,J.P. MORGAN SECURITIES LIMITED,0.0,0.0,0.0,100000.0,True,False,Aucun appel,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
193,981011,JP MORGAN SE,0.0,-575000.0,575000.0,250000.0,False,True,Contrepartie poste,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
194,981011,MORGAN STANLEY EUROPE SE,0.0,60000.0,-60000.0,100000.0,True,False,Aucun appel,60000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
195,981011,NATIXIS,0.0,-120000.0,120000.0,100000.0,False,True,Contrepartie poste,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
196,981011,SOCIETE GENERALE,0.0,0.0,0.0,100000.0,True,False,Aucun appel,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
197,981011,State Street Bank International GmbH,0.0,0.0,0.0,100000.0,True,False,Aucun appel,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
198,981015,BNP PARIBAS,0.0,0.0,0.0,100000.0,True,False,Aucun appel,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
199,981015,CREDIT AGRICOLE CORPORATE AND INVESTMENT BANK,0.0,0.0,0.0,100000.0,True,False,Aucun appel,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
200,981015,JP MORGAN SE,0.0,0.0,0.0,250000.0,True,False,Aucun appel,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
201,981015,State Street Bank International GmbH,0.0,0.0,0.0,100000.0,True,False,Aucun appel,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
202,981016,BNP PARIBAS,0.0,-610000.0,610000.0,100000.0,False,True,Contrepartie poste,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
203,981016,CITIBANK EUROPE PUBLIC LIMITED COMPANY,0.0,0.0,0.0,100000.0,True,False,Aucun appel,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
204,981016,CREDIT AGRICOLE CORPORATE AND INVESTMENT BANK,0.0,0.0,0.0,100000.0,True,False,Aucun appel,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
205,981016,CREDIT SUISSE SECURITIES SOCIEDAD DE VALORES S.A.,0.0,0.0,0.0,100000.0,True,False,Aucun appel,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
206,981016,DEUTSCHE BANK AKTIENGESELLSCHAFT,0.0,0.0,0.0,100000.0,True,False,Aucun appel,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
207,981016,GOLDMAN SACHS INTERNATIONAL,0.0,0.0,0.0,100000.0,True,False,Aucun appel,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
208,981016,HSBC CONTINENTAL EUROPE,0.0,0.0,0.0,100000.0,True,False,Aucun appel,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
209,981016,JP MORGAN SE,0.0,0.0,0.0,250000.0,True,False,Aucun appel,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
210,981016,MORGAN STANLEY EUROPE SE,0.0,0.0,0.0,100000.0,True,False,Aucun appel,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
211,981016,NATIXIS,0.0,0.0,0.0,100000.0,True,False,Aucun appel,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
212,981016,SOCIETE GENERALE,0.0,0.0,0.0,100000.0,True,False,Aucun appel,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
213,981016,State Street Bank International GmbH,0.0,0.0,0.0,100000.0,True,False,Aucun appel,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
214,981017,BNP PARIBAS,7034586.28862723,0.0,7034586.28862723,100000.0,False,True,Contrepartie poste,7034586.28862723,0.0,0.0,0.0,-25808964.321330003,-25808964.321330003,0.0,0.0,
215,981017,CACEIS BANK Luxembourg,0.0,0.0,0.0,100000.0,True,False,Aucun appel,0.0,0.0,0.0,0.0,-25808964.321330003,-25808964.321330003,0.0,0.0,
216,981017,CITIBANK EUROPE PUBLIC LIMITED COMPANY,-145115.80118897444,580000.0,-725115.8011889744,100000.0,False,True,Groupama poste,-145115.8011889744,0.0,0.0,0.0,-25808964.321330003,-25808964.321330003,-25808964.321330003,0.0,cash insuffisant (26 534 080.12)
217,981017,CREDIT AGRICOLE CORPORATE AND INVESTMENT BANK,-43058.585177499976,-175000.0,131941.41482250002,100000.0,False,True,Contrepartie poste,-43058.585177499976,0.0,0.0,0.0,-25808964.321330003,-25808964.321330003,0.0,0.0,
218,981017,CREDIT SUISSE SECURITIES SOCIEDAD DE VALORES S.A.,0.0,0.0,0.0,100000.0,True,False,Aucun appel,0.0,0.0,0.0,0.0,-25808964.321330003,-25808964.321330003,0.0,0.0,
219,981017,Citigroup Global Markets Europe AG,0.0,0.0,0.0,100000.0,True,False,Aucun appel,0.0,0.0,0.0,0.0,-25808964.321330003,-25808964.321330003,0.0,0.0,
220,981017,DEUTSCHE BANK AKTIENGESELLSCHAFT,507609.17934249993,5310000.0,-4802390.8206575,100000.0,False,True,Groupama poste,507609.17934249993,0.0,0.0,0.0,-25808964.321330003,-25808964.321330003,0.0,0.0,cash insuffisant (4 802 390.82)
221,981017,GOLDMAN SACHS BANK EUROPE SE,0.0,-390000.0,390000.0,100000.0,False,True,Contrepartie poste,0.0,0.0,0.0,0.0,-25808964.321330003,-25808964.321330003,0.0,0.0,
222,981017,GOLDMAN SACHS INTERNATIONAL,0.0,-1245000.0,1245000.0,100000.0,False,True,Contrepartie poste,0.0,0.0,0.0,0.0,-25808964.321330003,-25808964.321330003,0.0,0.0,
223,981017,GOLDMAN SACHS INTERNATIONAL  PARIS BRANCH,-225308.352035,0.0,-225308.352035,0.0,False,True,Groupama poste,-225308.352035,0.0,0.0,0.0,-25808964.321330003,-25808964.321330003,0.0,0.0,cash insuffisant (225 308.35)
224,981017,HSBC CONTINENTAL EUROPE,0.0,0.0,0.0,100000.0,True,False,Aucun appel,0.0,0.0,0.0,0.0,-25808964.321330003,-25808964.321330003,0.0,0.0,
225,981017,JP MORGAN SE,326838.21830350015,0.0,326838.21830350015,250000.0,False,True,Contrepartie poste,326838.21830350015,0.0,0.0,0.0,-25808964.321330003,-25808964.321330003,0.0,0.0,
226,981017,MORGAN STANLEY EUROPE SE,198370.175617498,-230000.0,428370.175617498,100000.0,False,True,Contrepartie poste,198370.175617498,0.0,0.0,0.0,-25808964.321330003,-25808964.321330003,0.0,0.0,
227,981017,NATIXIS,269953.71774002357,-200000.0,469953.71774002357,100000.0,False,True,Contrepartie poste,269953.71774002357,0.0,0.0,0.0,-25808964.321330003,-25808964.321330003,0.0,0.0,
228,981017,NOMURA FINANCIAL PRODUCTS EUROPE GMBH,0.0,0.0,0.0,100000.0,True,False,Aucun appel,0.0,0.0,0.0,0.0,-25808964.321330003,-25808964.321330003,0.0,0.0,
229,981017,SOCIETE GENERALE,0.0,0.0,0.0,100000.0,True,False,Aucun appel,0.0,0.0,0.0,0.0,-25808964.321330003,-25808964.321330003,0.0,0.0,
230,981017,State Street Bank International GmbH,0.0,0.0,0.0,100000.0,True,False,Aucun appel,0.0,0.0,0.0,0.0,-25808964.321330003,-25808964.321330003,0.0,0.0,
231,981019,BNP PARIBAS,0.0,0.0,0.0,100000.0,True,False,Aucun appel,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
232,981019,CREDIT AGRICOLE CORPORATE AND INVESTMENT BANK,0.0,0.0,0.0,100000.0,True,False,Aucun appel,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
233,981019,CREDIT SUISSE SECURITIES SOCIEDAD DE VALORES S.A.,0.0,0.0,0.0,100000.0,True,False,Aucun appel,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
234,981019,GOLDMAN SACHS INTERNATIONAL,0.0,0.0,0.0,100000.0,True,False,Aucun appel,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
235,981019,HSBC CONTINENTAL EUROPE,0.0,0.0,0.0,100000.0,True,False,Aucun appel,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
236,981019,JP MORGAN SE,0.0,0.0,0.0,250000.0,True,False,Aucun appel,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
237,981019,MORGAN STANLEY EUROPE SE,0.0,40000.0,-40000.0,100000.0,True,False,Aucun appel,40000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
238,981019,NATIXIS,0.0,0.0,0.0,100000.0,True,False,Aucun appel,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
239,981019,SOCIETE GENERALE,0.0,0.0,0.0,100000.0,True,False,Aucun appel,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
240,981022,BNP PARIBAS,0.0,-90000.0,90000.0,100000.0,True,False,Aucun appel,-90000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
241,981022,CREDIT AGRICOLE CORPORATE AND INVESTMENT BANK,0.0,0.0,0.0,100000.0,True,False,Aucun appel,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
242,981022,GOLDMAN SACHS INTERNATIONAL,0.0,0.0,0.0,100000.0,True,False,Aucun appel,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
243,981022,JP MORGAN SE,0.0,0.0,0.0,250000.0,True,False,Aucun appel,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
244,981022,NATIXIS,0.0,-40000.0,40000.0,100000.0,True,False,Aucun appel,-40000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
245,981022,NOMURA FINANCIAL PRODUCTS EUROPE GMBH,0.0,-390000.0,390000.0,100000.0,False,True,Contrepartie poste,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
